Model,instance,n,p,d,Plants,Clusters,Time,obj,lproot,MIPGAP,Nodes,Median,Envy,IntraEnvy,ValidInequalities,IntraEnvyNew
Envy,rnd018,20,7,3,"[2, 5, 10, 13, 14, 15, 18]","[[0, 2, 3, 11], [4, 5, 9, 16], [10, 12], [13], [1, 8, 14, 17, 19], [15], [6, 7, 18]]",2.265589952,4298.43,778.2236435,0,7056,530.35,4298.43,636.71,0,2297
Envy,rnd018,20,10,3,"[0, 4, 5, 6, 11, 12, 13, 14, 15, 17]","[[0], [4], [5, 9, 16], [6, 18], [2, 3, 7, 11], [10, 12], [13], [1, 8, 14], [15], [17, 19]]",2.184465885,3920.58,573.0039952,0,8779,361.42,3920.58,370.37,0,1226.23
Envy,rnd019,20,2,3,"[10, 15]","[[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18], [0, 4, 9, 15, 16, 17, 19]]",1.869143963,5679.38,3746.694399,0,84,1298.96,5679.38,2972.66,0,3971.18
Envy,rnd019,20,3,3,"[0, 5, 17]","[[0, 7, 8, 11, 16, 19], [1, 3, 5, 9, 10, 13, 14, 18], [2, 4, 6, 12, 15, 17]]",2.425256968,5349.24,2931.876275,0,400,991.18,5349.24,1779.94,0,3733.15
Envy,rnd019,20,5,3,"[0, 2, 9, 10, 17]","[[0, 7, 11, 16, 19], [2, 6, 13], [3, 5, 9], [1, 8, 10, 14, 18], [4, 12, 15, 17]]",2.219382048,5466.71,1173.331714,0,2961,791.97,5466.71,1074.1,0,2097.99
Envy,rnd019,20,7,3,"[0, 3, 4, 11, 13, 15, 18]","[[0, 7, 16, 19], [3, 5, 9], [4, 6, 12, 17], [8, 11], [2, 13], [15], [1, 10, 14, 18]]",1.798039198,4873.49,816.8432385,0,5080,500.51,4873.49,656.59,0,1776.93
Envy,rnd019,20,10,3,"[0, 2, 3, 4, 7, 8, 13, 15, 16, 18]","[[0, 19], [2], [3, 5, 9], [4, 6, 12, 17], [7], [8, 11], [13], [15], [16], [1, 10, 14, 18]]",1.918450117,3790.76,842.711455,0,7806,323.72,3790.76,393.42,0,1292.74
Envy,rnd020,20,2,3,"[13, 16]","[[0, 1, 6, 7, 11, 12, 13, 14, 18], [2, 3, 4, 5, 8, 9, 10, 15, 16, 17, 19]]",1.672236919,5476.05,4145.260836,0,61,1424.91,5476.05,2617.68,0,5337.42
Envy,rnd020,20,3,3,"[13, 16, 17]","[[0, 1, 6, 11, 12, 13, 14], [4, 8, 9, 10, 15, 16, 19], [2, 3, 5, 7, 17, 18]]",2.096869946,5631.49,2201.801031,0,302,1270.33,5631.49,1824.58,0,3766.03
Envy,rnd020,20,5,3,"[0, 1, 13, 15, 19]","[[0, 6, 14], [1, 2, 5, 7, 17, 18], [11, 12, 13], [3, 4, 9, 10, 15], [8, 16, 19]]",2.528894186,5404.73,2106.101697,0,2160,682.91,5404.73,1015.35,0,2414.3
Envy,rnd020,20,7,3,"[0, 1, 11, 12, 15, 17, 19]","[[0, 6, 14], [1, 2, 5, 7, 13, 18], [11], [12], [3, 4, 9, 10, 15], [17], [8, 16, 19]]",1.685778141,4738.63,952.7194388,0,5678,528.03,4738.63,826.17,0,2172.13
Envy,rnd020,20,10,3,"[0, 2, 3, 4, 11, 12, 13, 17, 18, 19]","[[0, 6, 14], [2, 5, 9], [3], [4, 10, 15], [11], [12], [13], [17], [1, 7, 18], [8, 16, 19]]",1.033327103,3530.21,596.8321307,0,1697,286.15,3530.21,371.62,0,1233.22
Envy,rnd021,30,2,2,"[0, 16]","[[0, 2, 5, 8, 9, 10, 12, 13, 14, 17, 18, 19, 22, 24, 25], [1, 3, 4, 6, 7, 11, 15, 16, 20, 21, 23, 26, 27, 28, 29]]",12.22024798,7040.8,4573.865634,0,175,902.08,7040.8,3418.34,0,9200.02
Envy,rnd021,30,3,2,"[0, 3, 4]","[[0, 2, 5, 8, 10, 12, 13, 14, 17, 18, 22, 24], [1, 3, 6, 7, 9, 11, 15, 16, 19, 23, 28, 29], [4, 20, 21, 25, 26, 27]]",20.71270299,5357.53,3449.464143,0,367,717.25,5357.53,1767.25,0,7669.17
Envy,rnd021,30,5,2,"[2, 4, 14, 15, 29]","[[2, 8, 17, 18, 22], [4, 20, 21, 25, 26, 27], [0, 12, 13, 14, 24], [1, 3, 5, 7, 9, 10, 15, 19, 23, 28], [6, 11, 16, 29]]",966.4943449,4797.23,1032.228933,0,4606,471.95,4797.23,968.5,0,3337.85
Envy,rnd021,30,7,2,"[5, 6, 14, 20, 22, 23, 28]","[[5, 10, 15, 19, 25], [6, 11, 29], [0, 12, 13, 14, 24], [4, 20, 21, 27], [2, 8, 17, 18, 22], [1, 16, 23, 26], [3, 7, 9, 28]]",26.73470306,3966.32,598.3602014,0,11479,327.28,3966.32,502.17,0,2626.67
Envy,rnd021,30,10,2,"[1, 5, 6, 12, 13, 16, 20, 22, 28, 29]","[[1, 3, 15], [5, 10, 19, 25], [6, 11], [0, 12, 14, 24], [13], [16, 23, 26], [4, 20, 21, 27], [2, 8, 17, 18, 22], [7, 9, 28], [29]]",26.43597507,3351.71,583.3198786,0,10906,237.09,3351.71,333.37,0,2325.37
Envy,rnd021,30,15,2,"[2, 3, 7, 9, 10, 11, 12, 13, 15, 18, 20, 23, 25, 26, 29]","[[2, 8, 22], [3], [7, 28], [9], [5, 10, 19], [6, 11], [0, 12, 14, 24], [13], [1, 15], [17, 18], [4, 20, 21, 27], [16, 23], [25], [26], [29]]",22.35942912,2557.41,514.0207299,0,22729,141.41,2557.41,173.72,0,1407.68
Envy,rnd021,30,20,2,"[3, 4, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 29]","[[3], [4], [6, 11], [7, 28], [8], [9], [5, 10, 19], [13], [14], [1, 15], [16], [17, 18], [20, 21], [2, 22], [23], [0, 12, 24], [25], [26], [27], [29]]",7.971758127,1617.56,262.3002069,0,9248,74.14,1617.56,82.11,0,765.56
Envy,rnd022,30,2,2,"[10, 26]","[[1, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 23, 25, 27, 28], [0, 2, 3, 4, 5, 6, 12, 13, 14, 16, 21, 22, 24, 26, 29]]",1040.846115,9033.98,5417.052969,0,264,1161.16,9033.98,4468.56,0,6687.48
Envy,rnd022,30,3,2,"[6, 24, 25]","[[3, 5, 6, 12, 14, 16, 21, 26], [0, 2, 4, 8, 11, 13, 17, 18, 20, 22, 24, 27, 29], [1, 7, 9, 10, 15, 19, 23, 25, 28]]",14.06816316,6206.02,1955.633626,0,468,832.26,6206.02,2051.01,0,5008.17
Envy,rnd022,30,5,2,"[7, 20, 21, 25, 29]","[[1, 5, 7, 15, 19, 28], [8, 11, 17, 18, 20, 27], [6, 12, 16, 21], [9, 10, 23, 25], [0, 2, 3, 4, 13, 14, 22, 24, 26, 29]]",27.14995909,5507.99,1106.273316,0,6752,535.77,5507.99,1113.69,0,4173.3
Envy,rnd022,30,7,2,"[3, 7, 16, 20, 22, 25, 29]","[[3, 6, 14, 26], [1, 5, 7, 15, 19, 28], [12, 16, 21], [8, 11, 17, 18, 20], [2, 22, 24, 27], [9, 10, 23, 25], [0, 4, 13, 29]]",950.1421731,4668.3,988.0427586,0,16279,399.32,4668.3,605.53,0,3066.37
Envy,rnd022,30,10,2,"[1, 3, 6, 10, 13, 16, 19, 20, 22, 23]","[[1, 15, 28], [3, 14, 26], [6], [9, 10, 25], [0, 4, 13, 29], [12, 16, 21], [5, 7, 19], [8, 11, 17, 18, 20], [2, 22, 24, 27], [23]]",935.5662551,3781.56,495.1196622,0,13551,267.54,3781.56,369.38,0,2279.32
Envy,rnd022,30,15,2,"[2, 3, 6, 8, 9, 10, 13, 15, 16, 17, 19, 23, 26, 27, 28]","[[2, 22], [3, 14], [6], [8, 18, 20], [9], [10, 25], [0, 4, 13, 29], [1, 15], [12, 16, 21], [11, 17], [5, 7, 19], [23], [26], [24, 27], [28]]",16.77392602,2707.57,410.4223718,0,10911,151.25,2707.57,172.98,0,1208.6
Envy,rnd022,30,20,2,"[3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19, 22, 23, 26, 27, 28, 29]","[[3], [0, 4, 13], [5], [6], [7], [8, 18, 20], [9], [10, 25], [12], [14], [1, 15], [16, 21], [11, 17], [19], [2, 22], [23], [26], [24, 27], [28], [29]]",8.148779154,1720.14,810.2690069,0,9503,77.52,1720.14,81.67,0,711.2
Envy,rnd023,30,2,2,"[10, 19]","[[3, 4, 5, 8, 10, 12, 14, 16, 20, 21, 25, 26, 27], [0, 1, 2, 6, 7, 9, 11, 13, 15, 17, 18, 19, 22, 23, 24, 28, 29]]",911.1860168,8112.3,3858.44416,0,212,1081.68,8112.3,4048.96,0,9055.62
Envy,rnd023,30,3,2,"[9, 10, 18]","[[1, 6, 7, 9, 11, 13, 15, 19, 22, 24], [4, 5, 10, 14, 16, 21, 25, 26, 27], [0, 2, 3, 8, 12, 17, 18, 20, 23, 28, 29]]",15.49025583,6291.84,2189.838556,0,584,846.88,6291.84,1985.62,0,6861.57
Envy,rnd023,30,5,2,"[15, 17, 22, 25, 26]","[[6, 9, 13, 15, 19, 24], [0, 2, 3, 8, 17, 18, 23, 28, 29], [1, 4, 7, 11, 22], [5, 10, 14, 25, 27], [12, 16, 20, 21, 26]]",18.83345699,5262.42,1166.230404,0,5432,584.32,5262.42,1048.05,0,3484.64
Envy,rnd023,30,7,2,"[1, 3, 6, 13, 17, 25, 26]","[[1, 7, 22], [3, 4, 8, 12, 18, 21], [6, 9, 11, 19], [13, 15, 24], [0, 2, 17, 23, 28, 29], [5, 10, 14, 25, 27], [16, 20, 26]]",1861.350974,4684.71,641.0142314,0,22085,438.81,4684.71,681.15,0,2973.93
Envy,rnd023,30,10,2,"[1, 5, 6, 12, 14, 15, 16, 23, 24, 28]","[[1, 7, 22], [5, 10, 25, 27], [6, 9, 11], [3, 8, 12, 20, 21], [14], [13, 15, 19], [16, 26], [2, 17, 18, 23], [24], [0, 4, 28, 29]]",43.38059688,3933.33,449.9414563,0,26866,289.77,3933.33,389.08,0,2411.08
Envy,rnd023,30,15,2,"[2, 4, 5, 6, 7, 12, 14, 15, 16, 18, 20, 22, 24, 26, 29]","[[2, 17, 23], [4], [5, 10, 25, 27], [6, 9], [1, 7, 11], [3, 8, 12, 21], [14], [13, 15, 19], [16], [18], [20], [22], [24], [26], [0, 28, 29]]",25.69353104,3110.13,333.4976615,0,26973,178.19,3110.13,219.02,0,1600.62
Envy,rnd023,30,20,2,"[1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 26, 27, 29]","[[1], [2, 17, 23], [3, 8], [4], [9], [10], [6, 7, 11], [12, 21], [13], [14], [15], [16], [18], [19], [20], [22], [24], [26], [5, 25, 27], [0, 28, 29]]",11.35463095,2034.49,277.4635219,0,20559,94.97,2034.49,108.59,0,888.95
Envy,rnd024,30,2,2,"[5, 12]","[[2, 3, 5, 6, 8, 13, 14, 15, 16, 17, 20, 23, 26, 27, 28], [0, 1, 4, 7, 9, 10, 11, 12, 18, 19, 21, 22, 24, 25, 29]]",122.296205,8638.87,5326.320732,0,110,1156.73,8638.87,4291.56,0,9204.52
Envy,rnd024,30,3,2,"[6, 9, 21]","[[2, 3, 5, 6, 8, 14, 15, 16, 27], [1, 9, 11, 12, 13, 17, 18, 19, 20, 22, 24, 25, 26, 28, 29], [0, 4, 7, 10, 21, 23]]",17.0665319,7083.64,2331.090818,0,684,1027.04,7083.64,2587.96,0,6281.09
Envy,rnd024,30,5,2,"[6, 17, 18, 21, 23]","[[2, 3, 6, 16], [5, 13, 17, 20, 22, 26, 28], [1, 9, 11, 12, 18, 24, 25, 29], [0, 10, 21], [4, 7, 8, 14, 15, 19, 23, 27]]",16.18766904,5617.84,1733.90157,0,2740,684.2,5617.84,1155.54,0,4056.59
Envy,rnd024,30,7,2,"[1, 6, 8, 21, 22, 23, 26]","[[1, 12, 18, 24, 25, 29], [2, 6], [3, 5, 8, 14, 15, 16, 27], [0, 10, 21], [9, 11, 17, 20, 22, 28], [4, 7, 19, 23], [13, 26]]",54.66361117,5544.06,884.3374205,0,15372,475.56,5544.06,722.73,0,2762.56
Envy,rnd024,30,10,2,"[0, 2, 7, 9, 13, 14, 16, 20, 21, 29]","[[0], [2, 6], [4, 7, 19, 23], [9, 11, 18, 22], [13, 26], [3, 8, 14, 15, 27], [5, 16], [17, 20, 28], [10, 21], [1, 12, 24, 25, 29]]",27.73972201,4527.67,775.1381632,0,12207,292.03,4527.67,397.37,0,2201.91
Envy,rnd024,30,15,2,"[0, 2, 6, 7, 8, 9, 10, 13, 16, 20, 21, 22, 23, 27, 29]","[[0], [2], [6], [4, 7, 19], [8, 14, 15], [9, 11, 18], [10], [13, 26], [5, 16], [17, 20, 28], [21], [22], [23], [3, 27], [1, 12, 24, 25, 29]]",15.36582184,3128.8,438.4221622,0,10134,164.1,3128.8,204.17,0,1452.88
Envy,rnd024,30,20,2,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 20, 21, 22, 23, 25, 26]","[[0], [2], [3, 27], [5], [6], [4, 7, 19], [8, 14, 15], [9], [10], [11], [12], [16], [17], [18], [20, 28], [21], [22], [23], [1, 24, 25, 29], [13, 26]]",4.185283899,1486.54,274.0542509,0,7696,65.38,1486.54,82.14,0,953.09
Envy,rnd025,30,2,2,"[13, 17]","[[2, 5, 6, 7, 8, 11, 13, 14, 15, 18, 20, 21, 22, 24, 25, 28, 29], [0, 1, 3, 4, 9, 10, 12, 16, 17, 19, 23, 26, 27]]",26.88542295,8289.27,4685.964532,0,167,1157.83,8289.27,4219.38,0,7391.34
Envy,rnd025,30,3,2,"[6, 19, 20]","[[5, 6, 7, 8, 13, 18, 21, 22, 24, 28, 29], [0, 4, 16, 17, 19, 23, 26], [1, 2, 3, 9, 10, 11, 12, 14, 15, 20, 25, 27]]",13.98730803,7097.15,2402.674402,0,705,826.31,7097.15,2352.64,0,5814.85
Envy,rnd025,30,5,2,"[1, 10, 16, 18, 28]","[[1, 3, 9, 11, 12, 15, 20, 27], [0, 10, 13, 17, 25], [4, 16, 19, 23, 26], [2, 14, 18, 22, 24], [5, 6, 7, 8, 21, 28, 29]]",23.51738596,5176.36,1600.649929,0,2392,556.56,5176.36,1006.94,0,3338.18
Envy,rnd025,30,7,2,"[10, 11, 14, 16, 22, 27, 28]","[[0, 10, 17, 25], [11, 12, 20], [2, 14, 15], [4, 16, 19, 23, 26], [6, 13, 18, 22, 24], [1, 3, 9, 27], [5, 7, 8, 21, 28, 29]]",960.8931489,4490.55,1048.550288,0,14220,426.59,4490.55,636.26,0,2633.7
Envy,rnd025,30,10,2,"[2, 5, 8, 10, 12, 13, 15, 16, 22, 27]","[[2], [5, 7, 21, 28, 29], [8], [0, 10, 17], [1, 9, 11, 12], [6, 13, 25], [14, 15, 20], [4, 16, 19, 23, 26], [18, 22, 24], [3, 27]]",31.96774817,4061.78,487.9857136,0,25152,323.96,4061.78,406.38,0,2040.13
Envy,rnd025,30,15,2,"[2, 3, 4, 6, 7, 8, 10, 12, 15, 17, 19, 22, 25, 26, 29]","[[2], [3, 27], [4, 16], [6, 13], [7], [8], [0, 10], [1, 9, 11, 12], [14, 15, 20], [17], [19, 23], [18, 22, 24], [25], [26], [5, 21, 28, 29]]",202.7840149,3476.63,348.8576629,0,149260,199.61,3476.63,219.98,0,1241.3
Envy,rnd025,30,20,2,"[0, 1, 2, 3, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 25, 26, 29]","[[0, 10], [1], [2], [3, 27], [6], [7], [8], [11, 20], [9, 12], [13], [14], [15], [4, 16], [17], [18], [19, 23], [22, 24], [25], [26], [5, 21, 28, 29]]",29.63451505,2401.63,308.475711,0,38623,111.97,2401.63,121.71,0,749.83
Envy,rnd026,30,2,3,"[12, 13]","[[0, 1, 2, 3, 5, 7, 10, 12, 14, 15, 16, 17, 18, 20, 21, 25, 26, 27, 28, 29], [4, 6, 8, 9, 11, 13, 19, 22, 23, 24]]",28.58869195,11881.83,5477.292847,0,169,2191.87,11881.83,5951.85,0,8624.67
Envy,rnd026,30,3,3,"[8, 9, 25]","[[1, 2, 8, 11, 13, 19, 23, 26, 27, 28, 29], [0, 3, 4, 5, 6, 9, 14, 15, 16, 17, 20, 21, 22], [7, 10, 12, 18, 24, 25]]",52.40342593,10311.66,3480.784064,0,726,1596.56,10311.66,3477.12,0,8895.56
Envy,rnd026,30,5,3,"[0, 4, 5, 8, 10]","[[0, 2, 7, 12, 15, 16, 18, 19, 20, 21], [4, 6, 9, 22], [3, 5, 14, 17, 24], [1, 8, 11, 13, 23, 26, 27, 28, 29], [10, 25]]",100.634165,9870.39,2528.707544,0,8186,1175.37,9870.39,2131.17,0,6394.32
Envy,rnd026,30,7,3,"[0, 5, 6, 13, 14, 25, 28]","[[0, 2, 12, 16, 18, 20], [3, 5, 9, 17, 24], [4, 6, 11, 15, 19, 21, 22], [13], [7, 14], [10, 25], [1, 8, 23, 26, 27, 28, 29]]",1057.794053,9474.89,1994.319168,0,33278,941.05,9474.89,1394.95,0,4918.74
Envy,rnd026,30,10,3,"[3, 9, 12, 13, 14, 15, 19, 23, 25, 29]","[[3, 5, 24], [4, 9, 17], [12, 18], [13], [7, 14], [0, 15, 16, 20], [2, 6, 11, 19, 21, 22, 27], [1, 23], [10, 25], [8, 26, 28, 29]]",2092.903473,8321.57,894.2576687,0,70260,646.97,8321.57,783.97,0,3267.05
Envy,rnd026,30,15,3,"[0, 3, 4, 7, 9, 10, 12, 13, 14, 15, 19, 23, 25, 26, 29]","[[0], [3, 5, 24], [4], [7], [9, 17], [10], [12, 18], [13], [14], [15, 16, 20], [2, 6, 11, 19, 21, 22, 27], [1, 23], [25], [26], [8, 28, 29]]",45.17375088,6825.72,712.1142482,0,46181,421.34,6825.72,486.59,0,2573.62
Envy,rnd026,30,20,3,"[0, 1, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 18, 19, 20, 24, 25, 26, 28, 29]","[[0], [1, 23], [4], [3, 5], [7], [8], [9, 17], [10], [12], [13], [14], [16], [18], [2, 6, 11, 19, 22, 27], [15, 20, 21], [24], [25], [26], [28], [29]]",19.48465991,5159.62,555.9608535,0,46187,248.94,5159.62,286.68,0,1764.63
Envy,rnd027,30,2,3,"[5, 26]","[[0, 3, 5, 7, 8, 10, 12, 13, 14, 16, 17, 20, 27, 28, 29], [1, 2, 4, 6, 9, 11, 15, 18, 19, 21, 22, 23, 24, 25, 26]]",1027.91551,12256.48,4232.212181,0,231,1961.18,12256.48,5854.94,0,10076.16
Envy,rnd027,30,3,3,"[3, 13, 26]","[[0, 3, 5, 7, 8, 10, 12, 14, 17, 18, 23, 27, 28], [2, 4, 11, 13, 16, 20, 29], [1, 6, 9, 15, 19, 21, 22, 24, 25, 26]]",19.49309111,10697.15,3307.075364,0,919,1519.03,10697.15,3589.43,0,7583.74
Envy,rnd027,30,5,3,"[9, 10, 12, 13, 14]","[[1, 9, 15, 16, 18, 19, 22, 25, 26], [0, 8, 10, 21, 23], [6, 7, 12, 17, 24], [2, 4, 11, 13, 20, 29], [3, 5, 14, 27, 28]]",954.8654292,9734.62,2241.048272,0,9699,1209.78,9734.62,1938.31,0,4923.7
Envy,rnd027,30,7,3,"[1, 8, 10, 12, 13, 14, 25]","[[1, 9, 16, 19, 26], [0, 3, 7, 8], [10, 23], [6, 12, 17, 24], [2, 4, 11, 13, 20, 29], [5, 14, 27, 28], [15, 18, 21, 22, 25]]",1067.224811,9602.61,1597.536299,0,63151,1027.75,9602.61,1387.51,0,3859.33
Envy,rnd027,30,10,3,"[0, 1, 6, 11, 14, 17, 20, 21, 23, 25]","[[0, 8, 27], [1, 9, 16, 19], [6, 24, 26], [2, 4, 11], [3, 5, 14, 28], [7, 12, 17], [13, 20, 29], [21], [10, 23], [15, 18, 22, 25]]",2979.337274,9185.51,943.3875484,0,263090,791.59,9185.51,901.24,0,2423.43
Envy,rnd027,30,15,3,"[4, 5, 6, 7, 8, 10, 12, 13, 16, 18, 19, 21, 22, 28, 29]","[[2, 4, 11], [5], [6, 24], [7], [0, 3, 8], [10, 23], [12, 17], [13, 20], [16], [18], [1, 19, 26], [21], [9, 15, 22, 25], [14, 27, 28], [29]]",2878.005648,7881.81,698.8293118,0,153629,461.45,7881.81,526.22,0,1611.19
Envy,rnd027,30,20,3,"[0, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 27, 29]","[[0], [3], [2, 4, 11], [5], [6, 24], [7], [8], [10], [12], [13, 20], [14], [16], [17], [18], [1, 19, 26], [21], [9, 15, 22, 25], [23], [27, 28], [29]]",20.32428002,5682.37,486.9396642,0,37273,267.35,5682.37,312.48,0,1017.99
Envy,rnd028,30,2,3,"[16, 23]","[[1, 2, 5, 11, 12, 16, 18, 26, 27, 28, 29], [0, 3, 4, 6, 7, 8, 9, 10, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25]]",14.9730711,11028.73,5547.200995,0,150,1657.41,11028.73,5729.54,0,11962.64
Envy,rnd028,30,3,3,"[10, 12, 13]","[[0, 6, 7, 9, 10, 19, 20, 25, 27], [1, 2, 5, 11, 12, 16, 26, 28, 29], [3, 4, 8, 13, 14, 15, 17, 18, 21, 22, 23, 24]]",16.62574697,8974.36,3624.488305,0,548,1506.96,8974.36,2864.73,0,7141.8
Envy,rnd028,30,5,3,"[3, 12, 13, 19, 20]","[[0, 3, 17, 18, 21, 22], [1, 5, 11, 12, 16, 26, 29], [4, 8, 13, 14, 15], [6, 7, 10, 19, 23, 24, 25], [2, 9, 20, 27, 28]]",28.96453404,8234.92,2078.18254,0,3874,1092,8234.92,1533.5,0,5045.64
Envy,rnd028,30,7,3,"[3, 11, 13, 18, 19, 20, 29]","[[0, 3, 17, 21, 22], [1, 2, 11, 12, 16, 26, 28], [4, 8, 13, 14, 15], [18], [6, 7, 10, 19, 23, 24, 25], [9, 20, 27], [5, 29]]",53.58403015,8542.99,2180.976443,0,22735,922.65,8542.99,1262.18,0,4261.51
Envy,rnd028,30,10,3,"[8, 10, 14, 16, 18, 19, 20, 21, 28, 29]","[[4, 8, 13], [10], [14, 23, 24], [1, 12, 16], [18], [7, 19, 25], [9, 20, 27], [0, 3, 6, 17, 21, 22], [2, 5, 11, 15, 26, 28], [29]]",87.48642206,8135.47,881.6971548,0,57213,559.95,8135.47,913.63,0,3113.82
Envy,rnd028,30,15,3,"[3, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26, 29]","[[3], [4, 8], [9], [10], [12], [13], [14, 23, 24], [15], [1, 16], [0, 6, 17, 21, 22], [18], [7, 19, 25], [20, 27], [2, 5, 11, 26, 28], [29]]",684.3930399,6172.34,618.3497651,0,59893,332.6,6172.34,447.48,0,1993.72
Envy,rnd028,30,20,3,"[1, 3, 4, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 23, 25, 26, 27, 29]","[[1, 16], [3], [4], [7], [8], [9], [10], [12], [13], [14, 24], [15], [0, 6, 17, 21, 22], [18], [19], [20], [23], [25], [2, 5, 11, 26, 28], [27], [29]]",234.582242,3813.79,442.2931066,0,9110,171.43,3813.79,275.11,0,1531.12
Envy,rnd029,30,2,3,"[1, 7]","[[1, 2, 5, 9, 13, 14, 15, 19, 22, 26, 28], [0, 3, 4, 6, 7, 8, 10, 11, 12, 16, 17, 18, 20, 21, 23, 24, 25, 27, 29]]",212.3735509,11160.21,7136.873148,0,141,1862.67,11160.21,5752.5,0,10113.86
Envy,rnd029,30,3,3,"[1, 10, 12]","[[1, 5, 14, 15, 22, 26, 28, 29], [3, 6, 10, 18, 21, 23, 24, 25], [0, 2, 4, 7, 8, 9, 11, 12, 13, 16, 17, 19, 20, 27]]",979.36777,9608.58,3918.21945,0,545,1526.14,9608.58,3291.86,0,6008.6
Envy,rnd029,30,5,3,"[16, 19, 20, 23, 26]","[[3, 6, 8, 12, 14, 16, 21, 24, 27], [2, 4, 9, 13, 17, 19, 28], [0, 11, 20], [7, 10, 18, 23, 25], [1, 5, 15, 22, 26, 29]]",26.26709509,8912.95,2226.246171,0,5832,1168.13,8912.95,1842.83,0,5356.04
Envy,rnd029,30,7,3,"[6, 11, 14, 15, 17, 18, 26]","[[3, 6, 10, 16, 21, 24, 27], [0, 7, 11, 20], [14, 28], [1, 5, 15, 22], [2, 4, 8, 9, 12, 13, 17, 19], [18, 23, 25], [26, 29]]",1117.588508,8723.85,1658.478617,0,24701,837.59,8723.85,1344.83,0,3849.97
Envy,rnd029,30,10,3,"[0, 4, 5, 6, 11, 13, 14, 15, 18, 29]","[[0], [4, 8, 16, 17, 19], [5, 22], [3, 6, 10, 21, 24, 27], [7, 11, 20], [2, 9, 12, 13], [14, 28], [1, 15], [18, 23, 25], [26, 29]]",3022.649119,8473.09,1814.08429,0,69207,625.71,8473.09,845.63,0,2722.7
Envy,rnd029,30,15,3,"[0, 3, 4, 6, 7, 9, 10, 12, 15, 20, 22, 23, 25, 28, 29]","[[0], [3, 16, 21], [4, 8, 17, 19], [6, 24, 27], [7, 11], [2, 9, 13], [10], [12], [1, 15], [20], [5, 22], [23], [18, 25], [14, 28], [26, 29]]",1008.630289,6907.56,1214.064063,0,106720,380.46,6907.56,437.44,0,1663.21
Envy,rnd029,30,20,3,"[0, 1, 2, 8, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29]","[[0], [1], [2, 9, 13, 17], [4, 8, 24], [10], [7, 11], [12], [14], [15], [16], [18, 25], [19], [20], [3, 6, 21], [5, 22], [23], [26], [27], [28], [29]]",12.20045495,4566.28,440.0457507,0,14820,205.36,4566.28,246.59,0,875.23
Envy,rnd030,30,2,3,"[11, 25]","[[0, 4, 7, 10, 11, 12, 13, 14, 16, 17, 19, 21, 22, 23, 24, 27], [1, 2, 3, 5, 6, 8, 9, 15, 18, 20, 25, 26, 28, 29]]",12.17506003,12874.22,5256.370722,0,237,1971.82,12874.22,6408.38,0,8987.47
Envy,rnd030,30,3,3,"[7, 10, 25]","[[0, 3, 7, 11, 12, 14, 16, 19, 22, 23, 24], [4, 5, 8, 10, 13, 17, 21, 27], [1, 2, 6, 9, 15, 18, 20, 25, 26, 28, 29]]",21.21717286,10363.17,4331.489963,0,910,1634.75,10363.17,3405.95,0,8129.42
Envy,rnd030,30,5,3,"[4, 6, 7, 20, 29]","[[4, 10, 13, 21, 27], [2, 6, 26, 28], [0, 3, 7, 11, 12, 14, 22, 23, 24], [1, 8, 15, 20, 25], [5, 9, 16, 17, 18, 19, 29]]",28.24624991,9545.23,2239.035115,0,9086,1255.55,9545.23,1954.89,0,6638.97
Envy,rnd030,30,7,3,"[4, 11, 16, 20, 22, 26, 28]","[[4, 10, 13, 21], [0, 7, 11, 17, 27], [5, 9, 14, 16, 18, 19, 23], [1, 8, 15, 20, 25, 29], [3, 12, 22, 24], [2, 26], [6, 28]]",107.7200949,9772.45,1126.299797,0,47484,992.17,9772.45,1432.64,0,4158.11
Envy,rnd030,30,10,3,"[1, 12, 13, 15, 16, 17, 23, 25, 26, 28]","[[1], [3, 12, 22], [4, 5, 13, 21], [8, 15, 20, 29], [9, 16, 18, 19], [10, 11, 17, 27], [0, 7, 14, 23, 24], [25], [2, 26], [6, 28]]",1948.874076,9411.24,878.7231814,0,144610,688.78,9411.24,954.95,0,3145.81
